date,location,hits,keyword,geo,gprop
2019-02-01 2019-03-01,North Ossetia–Alania,,где митинг,RU,web
2019-02-01 2019-03-01,Smolensk Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Stavropol Krai,,где митинг,RU,web
2019-02-01 2019-03-01,Sverdlovsk Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Tatarstan,,где митинг,RU,web
2019-02-01 2019-03-01,Tambov Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Tomsk Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Tula Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Tver Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Tuva,,где митинг,RU,web
2019-02-01 2019-03-01,Tyumen Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Udmurt Republic,,где митинг,RU,web
2019-02-01 2019-03-01,Ulyanovsk Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Volgograd Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Vladimir Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Vologda Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Voronezh Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Yamalo-Nenets Autonomous Okrug,,где митинг,RU,web
2019-02-01 2019-03-01,Yaroslavl Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Jewish Autonomous Oblast,,где митинг,RU,web
2019-02-01 2019-03-01,Zabaykalsky Krai,,где митинг,RU,web
2019-03-01 2019-04-01,Yamalo-Nenets Autonomous Okrug,100,где митинг,RU,web
2019-03-01 2019-04-01,Murmansk Oblast,83,где митинг,RU,web
2019-03-01 2019-04-01,Astrakhan Oblast,81,где митинг,RU,web
2019-03-01 2019-04-01,Moscow Oblast,6,где митинг,RU,web
2019-03-01 2019-04-01,Moscow,3,где митинг,RU,web
2019-03-01 2019-04-01,Adygea,,где митинг,RU,web
2019-03-01 2019-04-01,Altai Republic,,где митинг,RU,web
2019-03-01 2019-04-01,Altai Krai,,где митинг,RU,web
2019-03-01 2019-04-01,Amur Oblast,,где митинг,RU,web
