date;reg_name;excess_mort_p;excess_mort_p_instr
2021-02-01;Республика Марий Эл;0.1167061611;0.157413792883333
2021-02-01;Республика Мордовия;0.2204159694;0.165897323525
2021-02-01;Республика Саха (Якутия);0.2095968011;0.115774448038571
2021-02-01;Республика Северная Осетия- Алания;0.2991869919;0.222326563025
2021-02-01;Республика Татарстан(Татарстан);0.09611997955;0.139779136771429
2021-02-01;Республика Тыва;-0.1448598131;0.0642109535206
2021-02-01;Удмуртская Республика;0.1233296214;0.1120342384225
2021-02-01;Республика Хакасия;-0.002484913028;-0.00480737712225001
2021-02-01;Чеченская Республика;0.124574025;0.2424229072
2021-02-01;Чувашская Республика(Чувашия);;0.14232015279
2021-02-01;Алтайский край;0.153114779;0.0386470146336667
2021-02-01;Забайкальский край;0.1651131824;0.1366118089425
2021-02-01;Камчатский край;0.1397849462;0.0892539095466667
2021-02-01;Краснодарский край;0.1949116457;0.2393280875
2021-02-01;Красноярский край;0.1029107463;0.046291798232
2021-02-01;Пермский край;0.02610386004;0.117036082648
2021-02-01;Приморский край;0.1662327644;0.142439737
2021-02-01;Ставропольский край;0.1471761817;0.215936263675
2021-02-01;Хабаровский край;0.142439737;0.154327563626
2021-02-01;Амурская область;0.1243327402;0.1257277368075
2021-02-01;Архангельская область;0.2877649808;0.17047887796625
2021-02-01;Астраханская область;0.1378273937;0.214016447
2021-02-01;Белгородская область;0.1774350255;0.29067657185
2021-02-01;Брянская область;0.237537052;0.26843142175
2021-02-01;Владимирская область;0.1495261495;0.17059884876
2021-02-01;Волгоградская область;0.1815873964;0.2081228772
2021-02-01;Вологодская область;0.1307782329;0.210115825771429
2021-02-01;Воронежская область;0.1365294804;0.248745515314286
2021-02-01;Ивановская область;0.1098203222;0.18920770578
2021-02-01;Иркутская область;0.09705330177;0.13401196435
2021-02-01;Калужская область;0.1914786123;0.226274507116667
2021-02-01;Кемеровская область;0.01460831845;0.0954716501502
2021-02-01;Кировская область;0.2033545703;0.123885167057778
2021-02-01;Костромская область;0.1138485477;0.16652151042
2021-02-01;Курганская область;0.1358911359;0.127343538575
2021-02-01;Курская область;0.4448236633;0.21990613018
2021-02-01;Липецкая область;0.2912779505;0.224094046466667
2021-02-01;Магаданская область;0.2857142857;0.0961696568
2021-02-01;Московская область;0.1815096169;0.2033751511875
2021-02-01;Мурманская область;0.3231118683;0.2877649808
2021-02-01;Hижегородская область;0.1727668288;0.155240228314286
2021-02-01;Новгородская область;0.1810044754;0.1955286042
2021-02-01;Новосибирская область;0.09322148559;0.0977721205125
2021-02-01;Омская область;0.1033653846;0.1439787262475
2021-02-01;Оренбургская область;0.1605593057;0.176576094896667
2021-02-01;Орловская область;0.2567511425;0.2744569671
2021-02-01;Пензенская область;0.2122207622;0.1900766472
2021-02-01;Псковская область;0.1823855756;0.1677477184922
2021-02-01;Ростовская область;0.194729008;0.18133004036
2021-02-01;Рязанская область;0.173009878;0.1951459239875
2021-02-01;Самарская область;0.14635393;0.1718385291625
2021-02-01;Саратовская область;0.3250830063;0.152732179571429
2021-02-01;Сахалинская область;0.08919030004;0.1411123416
2021-02-01;Свердловская область;0.08838938651;0.1253475376575
2021-02-01;Смоленская область;0.1806722689;0.20163211946
2021-02-01;Тамбовская область;0.1262825572;0.22762421548
2021-02-01;Тверская область;0.2152497405;0.1787062946
2021-02-01;Томская область;0.12;0.132356150977143
2021-02-01;Тульская область;0.2071675574;0.21880544004
2021-02-01;Тюменская область;0.1813467097;0.126552846477143
2021-02-01;Тюменская область;0.1813467097;0.126552846477143
2021-02-01;Ульяновская область;0.1055918251;0.20003872949
2021-02-01;Челябинская область;0.05829134839;0.1268495929775
2021-02-01;Ярославская область;0.2158875979;0.170677430671429
2021-02-01;г.Москва;0.294009405;0.1864941146
2021-02-01;г.Санкт-Петербург;0.2459423717;0.2537008678
2021-02-01;Еврейская автономная область;-0.01423877327;0.1333862386
2021-02-01;Ханты-Мансийский авт.округ-Югра;0.2496937025;0.110456463868
2021-02-01;Чукотский авт.округ;-0.1071428571;0.211698677666667
2021-02-01;Ямало-Hенецкий авт.округ;0.1934338953;0.1719794302075
2021-02-01;Ленинградская область;0.2537008678;0.23787720358
2021-03-01;Республика Адыгея;0.1257253385;
2021-03-01;Республика Алтай;0.1658031088;0.09574573452
2021-03-01;Республика Башкортостан;0.1588404737;0.141865536133333
2021-03-01;Республика Бурятия;0.2345030469;0.1444905931
2021-03-01;Республика Дагестан;0.2145063999;0.193529509076667
2021-03-01;Республика Ингушетия;0.4794303797;0.176101120376667
2021-03-01;Кабардино-Балкарская Республика;0.3124614436;0.141858705423333
2021-03-01;Республика Калмыкия;0.2881915772;0.19663244732
2021-03-01;Карачаево-Черкесская Республика;0.08592514497;0.26028222275
2021-03-01;Республика Карелия;0.2739726027;0.2099298441
2021-03-01;Республика Коми;0.19251578;0.20360001002125
2021-03-01;Республика Марий Эл;0.2117552335;0.1956980809
2021-03-01;Республика Мордовия;0.1853176273;0.18948049866
2021-03-01;Республика Саха (Якутия);0.2032325651;0.117776326848571
2021-03-01;Республика Северная Осетия- Алания;0.1315479694;0.2710721933325
2021-03-01;Республика Татарстан(Татарстан);0.1353826719;0.1964135930875
2021-03-01;Республика Тыва;-0.0375399361;0.151019398162
2021-03-01;Удмуртская Республика;0.1418059366;0.178774125775
2021-03-01;Республика Хакасия;0.06605624591;0.0897525929625
2021-03-01;Чеченская Республика;0.08429394813;0.258396937725
2021-03-01;Чувашская Республика(Чувашия);0.1402329749;0.1973538248
2021-03-01;Алтайский край;0.1653442902;0.12575509945
2021-03-01;Забайкальский край;0.1751571287;0.1787849791
2021-03-01;Камчатский край;0.2108355091;0.0550289281733333
2021-03-01;Краснодарский край;;0.1678150891675
2021-03-01;Красноярский край;0.1749105317;0.0765813524883333
2021-03-01;Пермский край;0.128314239;0.19344590318
2021-03-01;Приморский край;0.09972560453;0.1062706271
2021-03-01;Ставропольский край;0.2081030019;0.195490479214286
2021-03-01;Хабаровский край;0.1062706271;0.061255436194
2021-03-01;Амурская область;0.1635802469;0.09331056825
2021-03-01;Архангельская область;0.2584335582;0.18324282087125
2021-03-01;Астраханская область;0.1816965992;0.20777047075
2021-03-01;Белгородская область;0.2116614284;0.24384784525
2021-03-01;Брянская область;0.2039944731;0.244941994225
2021-03-01;Владимирская область;0.1315417256;0.18280536276
2021-03-01;Волгоградская область;0.1273493643;0.23746345952
2021-03-01;Вологодская область;0.1131866611;0.237779934285714
2021-03-01;Воронежская область;0.2047035442;0.235711123771429
2021-03-01;Ивановская область;0.1136034732;0.2078026119
2021-03-01;Иркутская область;0.1138240575;0.1750338302
2021-03-01;Калужская область;0.1653032875;0.222354659233333
2021-03-01;Кемеровская область;0.05583666745;0.17421394688
2021-03-01;Кировская область;0.2925591185;0.178852914988889
2021-03-01;Костромская область;0.2136645963;0.19007949504
2021-03-01;Курганская область;0.1873327386;0.181711309425
2021-03-01;Курская область;0.2829921463;0.2551569263
2021-03-01;Липецкая область;0.3281779948;0.22196960545
2021-03-01;Магаданская область;-0.04884318766;0.16496839625
2021-03-01;Московская область;0.1877370733;0.1904459448
2021-03-01;Мурманская область;0.2158015853;0.2584335582
2021-03-01;Hижегородская область;0.2146175583;0.183789099275
2021-03-01;Новгородская область;0.2175694128;0.16538148806
2021-03-01;Новосибирская область;0.1556255221;0.1582718524125
2021-03-01;Омская область;0.2025201704;0.197513973875
2021-03-01;Оренбургская область;0.1438892234;0.208013798533333
2021-03-01;Орловская область;0.327247191;0.22572665048
2021-03-01;Пензенская область;0.1712178822;0.2109883533
2021-03-01;Псковская область;0.08253710104;0.21068001276
2021-03-01;Ростовская область;0.2515068713;0.2070868719
2021-03-01;Рязанская область;0.1816380449;0.194230820975
2021-03-01;Самарская область;0.2425297511;0.1950466585
2021-03-01;Саратовская область;0.2612187057;0.188065307685714
2021-03-01;Сахалинская область;0.07439508848;0.1585530681
2021-03-01;Свердловская область;0.1815082071;0.1879195411125
2021-03-01;Смоленская область;0.2042253521;0.170615310648
2021-03-01;Тамбовская область;0.1870713556;0.22939123436
2021-03-01;Тверская область;0.2135046183;0.170281044073333
2021-03-01;Томская область;0.2093862816;0.18642186435
2021-03-01;Тульская область;0.1481653507;0.2380207183
2021-03-01;Тюменская область;0.2125220459;0.200943895371429
2021-03-01;Тюменская область;0.2125220459;0.200943895371429
2021-03-01;Ульяновская область;0.239696033;0.189316602183333
2021-03-01;Челябинская область;0.1202929388;0.1678926607
2021-03-01;Ярославская область;0.2164306641;0.176570951857143
2021-03-01;г.Москва;0.2627585152;0.1765201804
2021-03-01;г.Санкт-Петербург;0.2160416359;0.2522975718
2021-03-01;Еврейская автономная область;-0.1114180479;0.134925437
2021-03-01;Ханты-Мансийский авт.округ-Югра;0.291016067;0.162049119794
2021-03-01;Чукотский авт.округ;0.1395348837;0.121741628846667
2021-03-01;Ямало-Hенецкий авт.округ;0.05192479857;0.229218984225
2021-03-01;Ленинградская область;0.2522975718;0.180661482708
2020-04-01;Республика Адыгея;-0.1172566372;-0.02661596958
2020-04-01;Республика Алтай;0.1204013378;-0.0691817696466667
2020-04-01;Республика Башкортостан;-0.03624343586;-0.052737882945
2020-04-01;Республика Бурятия;-0.05026035771;-0.046575167725
2020-04-01;Республика Дагестан;-0.04590113601;-0.0224663311733333
2020-04-01;Республика Ингушетия;0.130239521;0.07831480265
2020-04-01;Кабардино-Балкарская Республика;0.06150483921;0.0138879183466667
2020-04-01;Республика Калмыкия;-0.09584086799;-0.03544122557134
2020-04-01;Карачаево-Черкесская Республика;0.08813928183;-0.0202825803
2020-04-01;Республика Карелия;-0.07476139979;-0.00241544204
2020-04-01;Республика Коми;-0.04263466939;-0.0127203625625
2020-04-01;Республика Марий Эл;-0.1238630284;-0.0423225325315
2020-04-01;Республика Мордовия;-0.1140152295;-0.0517908242728
2020-04-01;Республика Саха (Якутия);-0.06220397853;-0.031606070217
2020-04-01;Республика Северная Осетия- Алания;0.04926108374;0.05504655867
2020-04-01;Республика Татарстан(Татарстан);-0.06280167328;-0.058056348322
2020-04-01;Республика Тыва;-0.08450704225;-0.024223179444
2020-04-01;Удмуртская Республика;-0.02657195475;-0.0510826826075
2020-04-01;Республика Хакасия;-0.11095796;-0.017895640345
2020-04-01;Чеченская Республика;0.124178485;0.00946571455
2020-04-01;Чувашская Республика(Чувашия);-0.005896583006;-0.093792485526
2020-04-01;Алтайский край;-0.05039883974;0.0217972912606667
2020-04-01;Забайкальский край;-0.07413976587;-0.0249277487575
2020-04-01;Камчатский край;-0.08528198074;-0.0721964408663333
2020-04-01;Краснодарский край;-0.02661596958;-0.0505650446925
2020-04-01;Красноярский край;-0.06128834773;-0.0270369039683333
2020-04-01;Пермский край;-0.0562097768;-0.042055439966
2020-04-01;Приморский край;-0.04233204195;0.02569593148
2020-04-01;Ставропольский край;-0.09573661053;0.00966493791625
2020-04-01;Хабаровский край;0.02569593148;-0.046675203226
2020-04-01;Амурская область;0.03176391079;-0.035424265865
2020-04-01;Архангельская область;-0.06454183267;-0.005610722715
2020-04-01;Астраханская область;0.04219574136;-0.04809938889835
2020-04-01;Белгородская область;-0.0287402022;-0.039460313695
2020-04-01;Брянская область;-0.01565283787;-0.092244153905
2020-04-01;Владимирская область;-0.03628601921;-0.020286543432
2020-04-01;Волгоградская область;-0.0003579098067;-0.051778723512
2020-04-01;Вологодская область;-0.04205936137;-0.0305603139571429
2020-04-01;Воронежская область;-0.02759343346;-0.0439235452595286
2020-04-01;Ивановская область;-0.05434782609;0.020598767904
2020-04-01;Иркутская область;-0.01901056958;-0.0677140568
2020-04-01;Калужская область;-0.06491865424;-0.0184007412866667
2020-04-01;Кемеровская область;-0.0461885092;0.0072025813104
2020-04-01;Кировская область;-0.04907584449;-0.04629530431
2020-04-01;Костромская область;0.05354058722;-0.046671167148
2020-04-01;Курганская область;-0.05662083936;-0.0226224787425
2020-04-01;Курская область;-0.05132719393;-0.042895074176
2020-04-01;Липецкая область;0.01815367295;-0.0864970998383333
2020-04-01;Магаданская область;-0.1295546559;-0.02912475562475
2020-04-01;Московская область;0.118518135;-0.03812147989
2020-04-01;Мурманская область;0.0668836934;-0.06454183267
2020-04-01;Hижегородская область;-0.05151602935;-0.0509592707195
2020-04-01;Новгородская область;-0.1104910714;-0.030773126745
2020-04-01;Новосибирская область;-0.008820954818;-0.0378978348775
2020-04-01;Омская область;-0.09112370161;0.0120661394755
2020-04-01;Оренбургская область;-0.05938817619;-0.06753285423
2020-04-01;Орловская область;-0.1606425703;-0.049579213158
2020-04-01;Пензенская область;-0.007044819628;-0.095259777968
2020-04-01;Псковская область;-0.07403588369;-0.017835038534
2020-04-01;Ростовская область;-0.07740621287;-0.04922895827334
2020-04-01;Рязанская область;-0.07773022228;-0.03423493359975
2020-04-01;Самарская область;-0.04664529678;-0.0848012902925
2020-04-01;Саратовская область;-0.1002488446;-0.0464763184749572
2020-04-01;Сахалинская область;-0.09232567199;-0.02979302463
2020-04-01;Свердловская область;-0.05575129534;-0.0232400300125
2020-04-01;Смоленская область;-0.09208819715;-0.01462844704
2020-04-01;Тамбовская область;-0.06753812636;-0.0388927294036
2020-04-01;Тверская область;-0.0370529944;-0.0394188588416667
2020-04-01;Томская область;0.03611971104;-0.0208469443911429
2020-04-01;Тульская область;-0.1341510527;-0.033323927774
2020-04-01;Тюменская область;0.01048290084;-0.0479772821514286
2020-04-01;Тюменская область;0.01048290084;-0.0479772821514286
2020-04-01;Ульяновская область;-0.1167664671;-0.0561087411323333
2020-04-01;Челябинская область;-0.05570442131;-0.0520009366875
2020-04-01;Ярославская область;-0.03635677444;0.0251320852071429
2020-04-01;г.Москва;0.1736120753;0.02679974038
2020-04-01;г.Санкт-Петербург;0.03812477914;0.03005573248
2020-04-01;Еврейская автономная область;-0.03104925054;0.028729921135
2020-04-01;Ханты-Мансийский авт.округ-Югра;0.04052710094;-0.012246331048
2020-04-01;Чукотский авт.округ;0.005291005291;-0.0923468717233333
2020-04-01;Ямало-Hенецкий авт.округ;0.06232294618;-0.0319844372125
2020-04-01;Ленинградская область;0.03005573248;-0.052644587422
2020-05-01;Республика Адыгея;0.0755239225;0.1807850543
2020-05-01;Республика Алтай;-0.08033826638;-0.114866534986667
2020-05-01;Республика Башкортостан;0.02973444987;-0.0670106005963
2020-05-01;Республика Бурятия;-0.118740433;-0.0928002125
2020-05-01;Республика Дагестан;0.5955618065;0.109848379546667
2020-05-01;Республика Ингушетия;0.5885022693;0.377490106533333
2020-05-01;Кабардино-Балкарская Республика;0.2403100775;0.17147422018
2020-05-01;Республика Калмыкия;-0.08536585366;0.12674531609
2020-05-01;Карачаево-Черкесская Республика;0.01024473534;0.1448531565
2020-05-01;Республика Карелия;-0.05141388175;0.0230403804925
2020-05-01;Республика Коми;0.01733576642;-0.004735720803125
2020-05-01;Республика Марий Эл;-0.09821428571;0.0069326255628
2020-05-01;Республика Мордовия;0.3332632906;0.0684265623648
2020-05-01;Республика Саха (Якутия);0.07174103237;-0.0396098504085714
2020-05-01;Республика Северная Осетия- Алания;0.4907135875;0.310930834775
2020-05-01;Республика Татарстан(Татарстан);0.0009173376822;-0.027944273954375
2020-05-01;Республика Тыва;0.07730263158;-0.060264583542
2020-05-01;Удмуртская Республика;-0.1088318388;-0.0131437528582
2020-05-01;Республика Хакасия;-0.1504365346;-0.00349244726
2020-05-01;Чеченская Республика;0.4014466546;0.42206050025
2020-05-01;Чувашская Республика(Чувашия);0.04333524027;0.03355298624524
2020-05-01;Алтайский край;-0.09594985535;-0.0428219737666667
2020-05-01;Забайкальский край;-0.1465136805;-0.0394985776525
2020-05-01;Камчатский край;-0.120185923;-0.0544575566266667
2020-05-01;Краснодарский край;0.1807850543;0.0400152099325
2020-05-01;Красноярский край;0.08727906077;-0.02413900189
2020-05-01;Пермский край;-0.07614311547;-0.034577166005
2020-05-01;Приморский край;0.1157213204;-0.04961470867
2020-05-01;Ставропольский край;0.0134643377;0.23681548828375
2020-05-01;Хабаровский край;-0.04961470867;0.005995669542
2020-05-01;Амурская область;-0.07190816548;-0.013601910195
2020-05-01;Архангельская область;0.01813747904;0.003554118130625
2020-05-01;Астраханская область;-0.08913213448;-0.01618056356
2020-05-01;Белгородская область;0.1068287917;-0.03169913733
2020-05-01;Брянская область;0.08363417569;0.1048364357775
2020-05-01;Владимирская область;0.05636721583;0.1272729311028
2020-05-01;Волгоградская область;0.05300472654;-0.004000112616
2020-05-01;Вологодская область;-0.1294551413;0.0270445732178571
2020-05-01;Воронежская область;-0.09820044483;0.0596214255494286
2020-05-01;Ивановская область;-0.03426791277;0.1289028962928
2020-05-01;Иркутская область;-0.0390867445;-0.029617309865
2020-05-01;Калужская область;0.1729931549;0.238238093571667
2020-05-01;Кемеровская область;-0.09821321501;-0.020813139836
2020-05-01;Кировская область;-0.007083683515;-0.0508730154193111
2020-05-01;Костромская область;-0.07216494845;-0.0190402283002
2020-05-01;Курганская область;-0.2164948454;-0.04737896794
2020-05-01;Курская область;0.03480217017;0.0364385093892
2020-05-01;Липецкая область;0.004855678446;0.04992341138
2020-05-01;Магаданская область;-0.1555555556;1.78104550000013e-05
2020-05-01;Московская область;0.4159303335;0.165197054175
2020-05-01;Мурманская область;-0.04223836427;0.01813747904
2020-05-01;Hижегородская область;-0.009438392186;0.050041444369375
2020-05-01;Новгородская область;-0.06362410072;0.0106758355125
2020-05-01;Новосибирская область;0.05008556009;-0.0695895058075
2020-05-01;Омская область;-0.01905275456;-0.010800845195
2020-05-01;Оренбургская область;-0.05663685779;0.0558157412333333
2020-05-01;Орловская область;0.08507434594;0.0859784390812
2020-05-01;Пензенская область;0.1879023442;0.122125535588
2020-05-01;Псковская область;-0.05684479455;0.04230339658
2020-05-01;Ростовская область;0.06082784419;0.01273756401
2020-05-01;Рязанская область;0.1790966387;0.13595602858625
2020-05-01;Самарская область;0.0329058032;0.01934687160805
2020-05-01;Саратовская область;0.1918700257;0.00362475632285714
2020-05-01;Сахалинская область;-0.1059479554;-0.084900315835
2020-05-01;Свердловская область;-0.104040524;-0.03779929022
2020-05-01;Смоленская область;0.1264760721;0.119799719788
2020-05-01;Тамбовская область;-0.0348392579;0.0931048484432
2020-05-01;Тверская область;-0.0167142706;0.06292105955
2020-05-01;Томская область;-0.06514219831;0.00294295418714286
2020-05-01;Тульская область;0.1336070162;0.1715900302972
2020-05-01;Тюменская область;-0.01407337128;-0.04028257372
2020-05-01;Тюменская область;-0.01407337128;-0.04028257372
2020-05-01;Ульяновская область;-0.05876301916;0.131699006942033
2020-05-01;Челябинская область;-0.0573286052;-0.08685944433
2020-05-01;Ярославская область;0.08504398827;0.114914556315714
2020-05-01;г.Москва;0.584706618;0.2944617442
2020-05-01;г.Санкт-Петербург;0.4303492573;0.2457175485
2020-05-01;Еврейская автономная область;0.06997971602;-0.060761437075
2020-05-01;Ханты-Мансийский авт.округ-Югра;0.02864877058;0.013234830876
2020-05-01;Чукотский авт.округ;0.09813084112;-0.0680001487433333
2020-05-01;Ямало-Hенецкий авт.округ;0.1307420495;0.0378502692025
2020-05-01;Ленинградская область;0.2457175485;0.025802267796
2020-06-01;Республика Адыгея;-0.08908685969;-0.191192228
2020-06-01;Республика Алтай;0.08996539792;-0.0218029755433333
2020-06-01;Республика Башкортостан;-0.03047868362;0.0328724971198333
2020-06-01;Республика Бурятия;-0.05271457535;0.052641326635
2020-06-01;Республика Дагестан;-0.03878583474;0.166762789866667
2020-06-01;Республика Ингушетия;0.393442623;-0.06744847259
2020-06-01;Кабардино-Балкарская Республика;-0.06782734857;-0.104025007166667
2020-06-01;Республика Калмыкия;0.2112676056;0.003159293484
2020-06-01;Карачаево-Черкесская Республика;-0.1592128801;-0.04122707689
2020-06-01;Республика Карелия;-0.01788133297;0.086921342685
2020-06-01;Республика Коми;-0.1623868917;0.107357660461125
2020-06-01;Республика Марий Эл;0.0746027471;0.158636100225
2020-06-01;Республика Мордовия;0.09081081081;0.172788978902
2020-06-01;Республика Саха (Якутия);-0.2177394518;0.0473840059185714
2020-06-01;Республика Северная Осетия- Алания;-0.2882004873;0.1536590096075
2020-06-01;Республика Татарстан(Татарстан);0.2512007685;0.0459875461225
2020-06-01;Республика Тыва;-0.1105769231;-0.009056812622
2020-06-01;Удмуртская Республика;-0.04318593225;0.02401924517725
2020-06-01;Республика Хакасия;0.02788702181;-0.045040649245
2020-06-01;Чеченская Республика;0.1536824181;0.050448661715
2020-06-01;Чувашская Республика(Чувашия);0.3543071161;0.133933810482
2020-06-01;Алтайский край;-0.07708348314;0.0957435945733333
2020-06-01;Забайкальский край;0.07236595426;-0.053836248645
2020-06-01;Камчатский край;0.3906359189;0.0628616839766667
2020-06-01;Краснодарский край;-0.191192228;-0.0368238100775
2020-06-01;Красноярский край;-0.1433386065;0.05468391092
2020-06-01;Пермский край;-0.001089102171;-0.05383000947
2020-06-01;Приморский край;-0.1225296443;0.1136591658
2020-06-01;Ставропольский край;0.1353383459;-0.05182532517875
2020-06-01;Хабаровский край;0.1136591658;-0.072404205668
2020-06-01;Амурская область;0.02219233356;-0.05026513171
2020-06-01;Архангельская область;0.05478791774;0.0262816381375
2020-06-01;Астраханская область;-0.0157883945;0.09031690139
2020-06-01;Белгородская область;-0.04946432642;0.1703839006
2020-06-01;Брянская область;0.08719052745;0.1019997777
2020-06-01;Владимирская область;0.2118902439;0.112767377688
2020-06-01;Волгоградская область;-0.03063380282;0.031677032656
2020-06-01;Вологодская область;0.0489461027;0.103758162405714
2020-06-01;Воронежская область;0.1103288038;0.05012708162
2020-06-01;Ивановская область;0.06566283763;0.17511673944
2020-06-01;Иркутская область;0.03291669901;-0.03548632612
2020-06-01;Калужская область;0.228820397;0.149049048941667
2020-06-01;Кемеровская область;-0.0162124653;0.018867034576
2020-06-01;Кировская область;-0.123556002;0.0432883636132222
2020-06-01;Костромская область;0.0141271443;0.052789802946
2020-06-01;Курганская область;-0.06512221817;0.0756962007325
2020-06-01;Курская область;0.2304389974;0.041058283346
2020-06-01;Липецкая область;0.2104296213;0.086864590085
2020-06-01;Магаданская область;0.1254019293;0.098761549725
2020-06-01;Московская область;0.2554503882;0.17991610915125
2020-06-01;Мурманская область;-0.0598540146;0.05478791774
2020-06-01;Hижегородская область;0.1525925183;0.08220906050625
