line;company;region;good;win;comment
4;Открытое акционерное общество Владивостокское предприятие Электрорадиоавтоматика;Приморский край, г. Владивосток;0;;1
4;Общество с ограниченной ответственностью Торговый дом СеверМаш;Ярославская обл, г. Рыбинск;0;;1
4;Открытое акционерное общество Московский завод Сапфир;г. Москва;1;;
4;Закрытое акционерное общество Алтайвитамины;Алтайский край;1;;
4;Открытое акционерное общество Корпорация Фазотрон–Научно-исследовательский институт радиостроения;г. Москва;1;;
4;Открытое акционерное общество Воронежсельмаш;Воронежская обл, г. Воронеж;1;;
4;Общество с ограниченной ответственностью Русские автобусы - Группа ГАЗ;г. Москва;1;;
4;Открытое акционерное общество Сорбент;Пермский край, г. Пермь;1;1;
4;Открытое акционерное общество Нефтеаппаратприбор;Московская обл, пгт. Пролетарский (Серпуховский район);1;;
4;Открытое акционерное общество Кировские коммунальные системы;Кировская обл, г. Киров;1;;
4;Общество с ограниченной ответственностью Компания СОВЗОНД;г. Москва;0;;2
4;Общество с ограниченной ответственностью Научно- производственное объединение МЕДЕТАЛЬ;Тюменская обл, г. Тюмень;0;;2
4;Открытое акционерное общество Научно-исследовательский институт Полюс им. М.Ф.Стельмаха;г. Москва;1;;
4;Открытое акционерное общество Калужский завод электронных изделий;Калужская обл, г. Калуга;0;;2
4;Открытое акционерное общество Концерн радиостроения Вега;г. Москва;1;;
4;Закрытое акционерное общество Научно-промышленная компания Высокие технологии и стратегические системы;г. Москва;0;;2
5;Общество с ограниченной ответственностью ИБС Экспертиза;г. Москва;1;;
5;Общество с ограниченной ответственностью Буматика;Пермский край, г. Пермь;0;;1
5;Закрытое акционерное общество ПСКОВЭЛЕКТРОСВАР;Псковская обл., г. Псков;1;;
5;Открытое акционерное общество Научно-исследовательский институт Вектор;г. Санкт-Петербург;1;1;
5;Общество с ограниченной ответственностью БайкалСвязьЭнергоСтрой;Иркутская обл., г. Иркутск;1;;
5;Общество с ограниченной ответственностью научно-производственное энергосберегающее предприятие Альтернатива Клима-Т;Ивановская обл., г. Иваново;1;;
5;Закрытое Акционерное Общество Научно- Производственный Центр ПРОМДРАГМЕТ;г. Москва;0;;1
5;Общество с ограниченной ответственностью Лузалес;Респ. Коми, г. Сыктывкар;1;;
5;Открытое акционерное общество Пермская научно-производственная приборостроительная компания;Пермский край, г. Пермь;1;;
5;Общество с ограниченной ответственностью Теплотэкс;Ивановская обл., г. Иваново;1;1;
5;Общество с ограниченной ответственностью ТОСОЛ-СИНТЕЗ;Нижегородская обл., г. Дзержинск;1;1;
5;Открытое акционерное общество Петрозаводскмаш;Респ. Карелия, г. Петрозаводск;1;;
5;Общество с ограниченной ответственностью Сигма-Про;Новосибирская обл., г. Новосибирск;1;;
5;Открытое акционерное общество Турбонасос;Воронежская обл., г. Воронеж;1;;
5;Закрытое акционерное общество Ультракрафт;Вологодская обл., г. Череповец;1;;
5;Открытое акционерное общество Центр судоремонта Дальзавод;Приморский край, г. Владивосток;1;1;
5;Общество с ограниченной ответственностью РКФК;Волгоградская обл., г. Волгоград;1;;
5;Общество с ограниченной ответственностью Управляющая компания Комплексное ЭнергоРазвитие-Холдинг;Респ. Татарстан, г. Казань;1;;
5;Общество с ограниченной ответственностью ИРВИН 2;Московская обл., г. Люберцы (Люберецкий район);1;;
5;Общество с ограниченной ответственностью Энергосила;Респ. Татарстан, г. Казань;0;;1
5;Закрытое акционерное общество ПКК Миландр;г. Москва, г. Зеленоград;1;1;
5;Открытое акционерное общество КАМАЗ;Респ. Татарстан, г. Набережные Челны;1;;
5;Общество с ограниченной ответственностью Компания СОВЗОНД;г. Москва;1;;
5;Открытое акционерное общество Сибирский завод электротермического оборудования;Новосибирская обл., г. Новосибирск ;1;;
5;Общество с ограниченной ответственностью Учебно-производственное предприятие Картонажно-полиграфические изделия;Респ. Татарстан, г. Казань;1;;
5;Открытое акционерное общество КАМАЗ;Респ. Татарстан, г. Набережные Челны;1;;
5;Общество с ограниченной ответственностью Теплоприбор-Сенсор;Челябинская обл., г. Челябинск;1;;
5;Закрытое акционерное общество Супер-Авто;Самарская обл., г. Тольятти;1;;
5;Открытое акционерное общество КАМАЗ;Респ. Татарстан, г. Набережные Челны;1;;
5;Общество с ограниченной ответственностью Узловский молочный комбинат;Тульская обл., г. Узловая (Узловский район);1;;
5;Закрытое акционерное общество Региональный центр лазерных технологий;Свердловская обл., г. Екатеринбург;1;;
5;Открытое акционерное общество Пензенский научно-исследовательский электротехнический институт;Пензенская обл., г. Пенза;1;;
5;Общество с ограниченной ответственностью ДЕЦИМА;г. Москва, г. Зеленоград;1;1;
5;Открытое акционерное общество Находкинский судоремонтный завод;Приморский край, г. Находка;1;;
5;Общество с ограниченной ответственностью РариТЭК;Респ. Татарстан, г. Нижний Суык-Су (Тукаевский район);1;;
5;Закрытое акционерное общество ПКК Миландр;г. Москва, г. Зеленоград;1;;
5;Открытое акционерное общество КАМАЗ;Респ. Татарстан, г. Набережные Челны;1;;
5;Открытое акционерное общество Верхнеуфалейский завод Уралэлемент;Челябинская обл., г. Верхний Уфалей;1;;
5;Открытое акционерное общество Пермская научно-производственная приборостроительная компания;Пермский край, г. Пермь;1;1;
5;Закрытое акционерное общество Алтайвитамины;Алтайский край, г. Бийск;1;;
5;Открытое акционерное общество Концерн Кизлярский электромеханический завод;Респ. Дагестан, г. Кизляр;1;;
5;Общество с ограниченной ответственностью Новоуральский приборный завод;Свердловская обл., г. Новоуральск;0;;4
5;Открытое акционерное общество Тамбовский завод Комсомолец имени Н.С. Артемова;Тамбовская обл., г. Тамбов;1;1;
5;Общество с ограниченной ответственностью Торговый дом Уралбумага;Пермский край, г. Пермь;1;;
5;Общество с ограниченной ответственностью Новый Диск - трейд;г. Москва;1;;
5;Федеральное государственное унитарное предприятие Производственное объединение Октябрь;Свердловская обл., г. Каменск-Уральский;1;;
5;Общество с ограниченной ответственностью Бетонный завод ЦЕНТР;Нижегородская обл., г. Нижний Новгород;1;;
5;Открытое акционерное общество Производственное объединение Уральский оптико-механический завод имени Э.С. Яламова;Свердловская обл., г. Екатеринбург;0;;2
5;Общество с ограниченной ответственностью Компания АСПЕКТ;Воронежская обл., г. Воронеж;0;;2
5;Открытое акционерное общество Таганрогский авиационный научно–технический комплекс им.Г.М.Бериева;Ростовская обл., г. Таганрог;1;;
5;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ОМСКИЙ ИНСТИТУТ ПО ПРОЕКТИРОВАНИЮ ПРЕДПРИЯТИЙНЕФТЕ-ПЕРЕРАБАТЫВАЮЩЕЙ НЕФТЕХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ ОМСКНЕФТЕХИМПРОЕКТ;Омская обл., г. Омск;1;;
5;Общество с ограниченной ответственностью НТЦ МСП;Респ. Татарстан, г. Алабуга ОЭЗ;1;;
5;Общество с ограниченной ответственностью Сухоложский крановый завод;Свердловская обл., г. Сухой Лог;1;;
5;Общество с ограниченной ответственностью Никольскъ;Приморский край, г. Уссурийск;1;;
5;Общество с ограниченной ответственностью ЭФКО Пищевые Ингредиенты;Белгородская обл., г. Алексеевка (Алексеевский район);1;;
5;Открытое акционерное общество Борисоглебский приборостроительный завод;Воронежская обл., г. Борисоглебск (Борисоглебский район);1;;
5;Общество с ограниченной ответственностью РокФор;Респ. Карелия, г. Лахденпохья (Лахденпохский район);0;;3
5;Общество с ограниченной ответственностью научно-производственная фирма ГРАНЧ;Новосибирская обл., г. Новосибирск;0;;3
5;Открытое акционерное общество Научно-исследовательский институт Полюс им. М.Ф.Стельмаха;г. Москва;1;1;
5;Открытое акционерное общество РИФ;Воронежская обл., г. Воронеж;1;;
5;Общество с ограниченной ответственностью Новаторъ;г. Москва;1;;
5;Открытое акционерное общество Уральский научно-исследовательский институт композиционных материалов;Пермский край, г. Пермь;1;;
5;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ РАДИОСВЯЗЬ;Красноярский край, г. Красноярск;0;;2
5;Общество с ограниченной ответственностью Информационные горные технологии;Свердловская обл., г. Екатеринбург;1;;
5;Закрытое акционерное общество Российская приборостроительная корпорация Системы управления;Челябинская обл., г. Челябинск;1;;
5;Общество с ограниченной ответственностью Артлайф;Томская обл., г. Томск;1;;
5;Открытое акционерное общество Ковровский электромеханический завод;Владимирская обл., г. Ковров;0;;1
5;Общество с ограниченной ответственностью Травы Башкирии;Респ. Башкортостан, г. Уфа ;0;;1
5;Открытое акционерное общество Евдаковский масложировой комбинат;Воронежская обл., г. Каменка;1;1;
5;Открытое акционерное общество Металлист- Самара;Самарская обл., г. Самара;1;;
5;Открытое акционерное общество КАТАЛИЗАТОР;Новосибирская обл., г. Новосибирск;1;1;
5;Открытое акционерное общество Кировские коммунальные системы;Кировская обл., г. Киров;1;;
5;Общество с ограниченной ответственностью Объединенная Компания РУСАЛ Инженерно-технологический центр;Красноярский край, г. Красноярск;1;;
5;Открытое акционерное общество Люберецкий завод Монтажавтоматика;Московская обл., г. Люберцы (Люберецкий район);0;;4
5;Общество с ограниченной ответственностью ТОРГОВЫЙ ЦЕНТР АРНИКА;Приморский край, г. Владивосток;1;;
5;Общество с ограниченной ответственностью Литейно-механический завод;Челябинская обл., г. Челябинск;1;;
5;Открытое акционерное общество Алексеевская керамика;Респ. Татарстан,г. Алексеевское (Алексеевский район);1;1;
5;Федеральное государственное унитарное предприятие Завод Прибор;Челябинская обл., г. Челябинск;1;;
5;Открытое акционерное общество Владивостокское предприятие Электрорадиоавтоматика;Приморский край, г. Владивосток;1;;
5;Общество с ограниченной ответственностью НЕФТЕХИММАШ;Забайкальский край, г. Первомайский (Шилкинский район);0;;3
5;Общество с ограниченной ответственностью Кировский биохимический завод;Кировская обл., г. Киров;1;;
5;Федеральное государственное унитарное предприятие Завод Прибор;Челябинская обл., г. Челябинск;0;;2
5;Общество с ограниченной ответственностью Аналитприбор;г. Санкт-Петербург;1;;
5;Открытое акционерное общество Челябинский трубопрокатный завод;Челябинская обл., г. Челябинск;1;;
5;Закрытое акционерное общество ПРОГНОЗ;Пермский край, г. Пермь;1;;
5;Закрытое акционерное общество БЕЦЕМА;Московская обл., г. Красногорск (Красногорский район);1;;
5;Общество с ограниченной ответственностью Джемир-Центр;Челябинская обл., г. Челябинск;1;;
5;Закрытое акционерное общество Научно-производственное объединение специальных материалов;г. Санкт-Петербург;1;;
5;Открытое акционерное общество Самарский электромеханический завод;Самарская обл., г. Самара;0;;2
5;Общество с ограниченной ответственностью ЭКОМЕТ;Хабаровский край, г. Хабаровск;0;;2
5;Закрытое акционерное общество Охтин-Ойл;Респ. Татарстан, г. Лениногорск (Лениногорский район);1;;
5;Открытое акционерное общество Уральский завод транспортного машиностроения;Свердловская обл., г. Екатеринбург ;1;1;
5;Открытое акционерное общество Научно-производственное объединение Опытно-конструкторское бюро имени М.П. Симонова;Респ. Татарстан, г. Казань;1;1;
5;Федеральное государственное унитарное предприятие Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики;Нижегородская обл., г. Саров;0;;2
5;Общество с ограниченной ответственностью Сибэлектро;Кемеровская обл., г. Новокузнецк;1;;
5;Открытое акционерное общество Донгеофизика;Ростовская обл., г. Тарасовский (Тарасовский район);1;;
5;Общество с ограниченной ответственностью Донкарб Графит;Ростовская обл., г. Новочеркасск;0;;2
5;Общество с ограниченной ответственностью Открытый код;Самарская обл., г. Самара;1;;
5;Общество с ограниченной ответственностью Экологические технологии;Нижегородская обл., г. Балахна (Балахнинский район);1;;
5;Открытое акционерное общество Концерн Созвездие;Воронежская обл., г. Воронеж;1;;
5;Фонд Содействия развитию Альтернативной энергетики;Курская обл., г. Курск;0;;2
5;Общество с ограниченной ответственностью Саха-Профикс;Респ. Саха /Якутия/, г. Якутск;1;;
5;Общество с ограниченной ответственностью Атом Инжиниринг;г. Москва;0;;1
5;Открытое акционерное общество НИИ молекулярной электроники и завод Микрон;г. Москва, г. Зеленоград;1;;
5;Общество с ограниченной ответственностью Поволжские вторичные ресурсы;Самарская обл., г. Тольятти;1;;
5;Общество с ограниченной ответственностью Торговый дом СеверМаш;Ярославская обл., г. Рыбинск (Рыбинский район);1;;
5;Открытое акционерное общество РТИ;г. Москва;1;1;
5;Открытое акционерное общество Енисейгеофизика;Красноярский край, г. Красноярск ;1;;
5;Закрытое акционерное общество Теплоком-Инжиниринг;г. Санкт-Петербург;0;;1
5;Открытое акционерное общество Опытное Конструкторское Бюро Машиностроения имени И. И. Африкантова;Нижегородская обл., г. Нижний Новгород;1;1;
5;Открытое акционерное общество Научно-исследовательский институт Субмикрон;г. Москва, г. Зеленоград;1;1;
5;Общество с ограниченной ответственностью общестроительная фирма Стройспецмонтаж;Астраханская обл., г. Аксарайский (Красноярский район);1;;
5;Общество с ограниченной ответственностью Научно-производственная компания Разумные решения;Самарская обл., г. Самара;1;1;
5;Закрытое акционерное общество Научно-производственная фирма Микран;Томская обл., г. Томск;1;;
5;Открытое акционерное общество Государственный завод Пульсар;г. Москва;1;;
5;Закрытое акционерное общество Научно-производственная компания ТЕКО;Челябинская обл., г. Челябинск;1;;
5;Общество с ограниченной ответственностью Экострой;Респ. Марий Эл,г. Медведево (Медведевский район);1;1;
5;Общество с ограниченной ответственностью Компания АлкорБио;г. Санкт-Петербург;1;1;
5;Общество с ограниченной ответственностью Предприятие ЭЛТЕКС;Новосибирская обл., г. Новосибирск ;1;;
5;Открытое акционерное общество Электромашиностроительный завод ВЭЛКОНТ;Кировская обл., г. Кирово-Чепецк (Кирово-Чепецкий район);1;;
5;Открытое акционерное общество Воронежское акционерное самолетостроительное общество;Воронежская обл., г. Воронеж;1;1;
5;Общество с ограниченной ответственностью Прокатный дом Алюком;Красноярский край, г. Железногорск;1;;
5;Общество с ограниченной ответственностью БАЛКЫШ;Респ. Татарстан, г. Казань;0;;1
5;Закрытое акционерное общество ГИДРОГАЗ;Воронежская обл., г. Воронеж;0;;1
5;Закрытое акционерное общество Национальное агентство финансовых исследований;г. Москва;0;;4
5;Открытое акционерное общество Магнитогорский металлургический комбинат;Челябинская обл., г. Челябинск;1;1;
5;Закрытое акционерное общество Закаменск;Респ. Бурятия, г. Закаменск (Закаменский район);1;1;
5;Общество с ограниченной ответственностью Научно-производственный центр 1С;г. Москва;1;;
5;Общество с ограниченной ответственностью Производственная фирма Сокол;Пермский край, г. Пермь;1;1;
5;Открытое акционерное общество КАМАЗ;Респ. Татарстан, г. Набережные Челны;1;;
5;Общество с ограниченной ответственностью Краснодарский Компрессорный завод;Краснодарский край, г. Краснодар;1;;
5;Открытое акционерное общество Завод Дагдизель;Респ. Дагестан, г. Каспийск;0;;1
5;Открытое акционерное общество Завод Дагдизель;Респ. Дагестан, г. Каспийск;0;;1
5;Общество с ограниченной ответственностью Лазерный Центр;г. Санкт-Петербург;1;;
5;Общество с ограниченной ответственностью Центр Транспортных Систем;Кемеровская обл., г. Кемерово;1;;
5;Общество с ограниченной ответственностью БФТ-Проект;г. Москва;0;;3
5;Открытое акционерное общество Альметьевская чулочно-носочная фабрика Алсу;Респ. Татарстан, г. Альметьевск (Альметьевский район);1;;
5;Закрытое акционерное общество работников Туринский целлюлозно-бумажный завод;Свердловская обл., г. Туринск (Туринский район);1;;
5;Открытое акционерное общество ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ УФА;Респ. Башкортостан, г. Уфа ;0;;1
5;Открытое акционерное общество Научно-исследовательский институт физических измерений;Пензенская обл., г. Пенза;0;;1
5;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКОИННОВАЦИЯ;Смоленская обл., г. Смоленск;0;;2
5;Общество с ограниченной ответственностью Научно производственное объединение Станкостроение;Респ. Башкортостан, г. Стерлитамак ;1;;
5;Открытое акционерное общество по перевалке и обеспечению нефтепродуктами Дагнефтепродукт;Респ. Дагестан, г. Махачкала;1;;
5;Общество с ограниченной ответственностью Инвестиционно-строительная компания Возрождение;Тверская обл., г. Тверь;1;1;
5;Общество с ограниченной ответственностью ПсковГеоКабель;Псковская обл., г. Псков;1;;
5;Открытое акционерное общество ЛЕНСТРОЙДЕТАЛЬ;г. Санкт-Петербург;1;;
5;Общество с ограниченной ответственностью Воронежсельмаш;Воронежская обл., г. Воронеж;1;;
5;Открытое акционерное общество Инновационные газоразделительные технологии;г. Москва;0;;1
5;Открытое акционерное общество Челябинский механический завод;Челябинская обл., г. Челябинск;1;;
6;Закрытое акционерное общество ЭлеСи;Томская область, Томск;;1;
6;Общество с ограниченной ответственностью ТНГ-Групп;Республика Татарстан, Бугульма (Бугульминский район);;1;
6;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОТОН-ПЕРМСКИЕ МОТОРЫ;Пермский край, Пермь;;;
6;Открытое акционерное общество Сарапульскийэлектрогенераторный завод;Удмуртская Республика, Сарапул;;1;
6;Государственное унитарное предприятие Жилищно-коммунальное хозяйство Республики Саха (Якутия);Республика Саха/Якутия, Якутск;;;
6;Общество с ограниченной ответственностью Аткус;Санкт-Петербург ;;;
6;Публичное Акционерное Общество Нижнекамскнефтехим;Республика Татарстан, Нижнекамск (Нижнекамский район);;;
6;Общество с ограниченной ответственностью Интеллектуальная интеграция;Москва;;;
6;Открытое акционерное общество Электровыпрямитель;Республика Мордовия, Саранск;;;
6;Закрытое акционерное общество Диаконт;Санкт-Петербург;;1;
6;Акционерное общество Концерн Созвездие;Воронежская область, Воронеж;;;
6;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО СПЕЦИАЛЬНОГО МАШИНОСТРОЕ-НИЯ И МЕТАЛЛУРГИИ МОТОВИЛИХИН-СКИЕ ЗАВОДЫ;Пермский край, Пермь;;1;
6;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО НИИ МАТЕРИАЛОВЕДЕ-НИЯ;Москва, Зеленоград;;;
6;Общество с ограниченной ответственностью Научно-производственная компания ДЕЛЬТА инжиниринг;Москва;;;
6;Общество с ограниченной ответственностью Научно-производственное предприятие Центр перспективных технологий;Москва;;1;
6;АКЦИОНЕРНОЕ ОБЩЕСТВО ХОЛДИНГОВАЯ КОМПАНИЯ СДС-УГОЛЬ;Кемеровская область, Кемерово;;;
6;Общество с ограниченной ответственностью Силур;Пермский край, Пермь;;;
6;Закрытое акционерное общество Редукционно-охладительные установки;Алтайский край, Барнаул;;1;
6;Открытое акционерное общество Научно-производственное объединение Магнетон;Владимирская область, Владимир;;1;
6;Закрытое акционерное общество ПРОГНОЗ;Пермский край, Пермь;;;
6;Открытое акционерное общество Концерн Кизлярский электромеханический завод;Дагестан Республика, Кизляр;;;
6;Закрытое акционерное общество Региональный центр лазерных технологий;Свердловская область, Екатеринбург;;;
6;Общество с ограниченной ответственностью Логус-агро;Воронежская область, Трудовое (Новоусманский район);;;
6;Публичное акционерное общество КАМАЗ;Республика Татарстан, Набережные Челны;;1;
6;Общество с ограниченной ответственностью ИБС Экспертиза;Москва;;;
6;Закрытое акционерное общество ТЕХНОАТОМ;Москва;;;
6;Общество с ограниченной ответственностью Руслед;Томская область, Томск;;;
6;Общество с ограниченной ответственностью Баромембранная технология;Владимирская область, Владимир;;1;
6;Общество с ограниченной ответственностью Электростекло;Москва;;;
6;Закрытое акционерное общество Объединенные газопромышленные технологии Искра-Авигаз;Пермский край, Пермь;;1;
6;Общество с ограниченной ответственностью Глобал Дата Консалтинг энд Сервисез;Республика Татарстан, Казань;;;
6;Общество с ограниченной ответственностью Машиноиспытательная станция;Воронежская область, Комсомольский (Рамонский район);;;
6;Акционерное общество Научно-производственное объединение Опытно-конструкторское бюро имени М.П. Симонова;Республика Татарстан, Казань;;;
6;Публичное акционерное общество Северсталь;Вологодская область, Череповец;;1;
6;АКЦИОНЕРНОЕ ОБЩЕСТВО ШВАБЕ - ОБОРОНА И ЗАЩИТА;Новосибирская область, Новосибирск;;;
6;Публичное акционерное общество КАМАЗ;Республика Татарстан, Набережные Челны;;1;
6;Закрытое акционерное общество Ультракрафт;Вологодская область, Череповец;;;
6;Федеральное государственное унитарное предприятие Завод Прибор;Челябинская область, Челябинск;;;
6;Закрытое акционерное общество МЕДИЦИНСКИЕ ТЕХНОЛОГИИ ЛТД;Москва;;1;
6;Общество с ограниченной ответственностью Технологическое оборудование;Приморский край, Владивосток;;;
6;Общество с ограниченной ответственностью Системные Технологии Инжиниринга;Москва;;;
6;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТАТАРСКОЕ СПЕЦИАЛЬНОЕ НАУЧНО-РЕСТАВРАЦИОН-НОЕ УПРАВЛЕНИЕ;Республика Татарстан, Казань;;;
6;Акционерное общество НЭВЗ-КЕРАМИКС;Новосибирская область, Новосибирск;;1;
6;Открытое акционерное общество Тамбовский завод Революционный труд;Тамбовская область, Тамбов;;1;
6;Закрытое акционерное общество Безопасные технологии;Санкт-Петербург;;;
6;Общество с ограниченной ответственностью Севкаврентген-Д;Кабардино-Балкарская Республика, Майский (Майский район);;;
6;Общество с ограниченной ответственностью Научно-производственное предприятие Лазерные системы;Санкт-Петербург;;;
6;Общество с ограниченной ответственностью Триллиум;Санкт-Петербург;;;
6;Открытое акционерное общество Московское конструкторское бюро Компас;Москва;;;
6;Общество с ограниченной ответственностью Сигнатек;Новосибирская область, Новосибирск;;1;
6;Акционерное общество Информационные спутниковые системы имени академика М.Ф. Решетнева;Красноярский край, Железногорск;;1;
6;Акционерное общество Комбинат строительных материалов;Тюменская область, Ялуторовск (Ялуторов-ский район);;;
6;Акционерное общество Российская самолетостроительная корпорация МиГ;Москва;;;
6;Общество с ограниченной ответственностью НТЦ Амплитуда;Москва, Зеленоград;;;
6;Открытое акционерное общество Свердловский инструментальный завод;Свердловская область, Екатеринбург;;1;
6;Открытое акционерное общество Концерн Океанприбор;Санкт-Петербург;;1;
6;Открытое акционерное общество Металлист-Самара;Самарская область, Самара;;1;
6;Акционерное общество Завод котельного оборудования;Белгородская область, Алексеевка (Алексеевский район);;;
6;Общество с ограниченной ответственностью Рулевые системы;Самарская область, Тольятти;;;
6;Акционерное общество Российская корпорация ракетно-космического приборостроения и информационных систем;Москва;;;
6;Общество с ограниченной ответственностью Артлайф;Томская область, Томск;;;
6;Акционерное общество Научно-производственное объединение Опытно-конструкторское бюро имени М.П. Симонова;Республика Татарстан, Казань;;;
6;Общество с ограниченной ответственностью Кузбасский бройлер;Кемеровская область, Металлургов (Новокузнецкий район);;1;
6;Публичное акционерное общество КАМАЗ;Республика Татарстан, Набережные Челны;;;
6;Общество с ограниченной ответственностью Икар-Лтд;Республика Татарстан, Казань;;;
6;Акционерное общество Красноярское конструкторское бюро Искра;Красноярский край, Красноярск;;;
6;Общество с ограниченной ответственностью ДЕПО Электроникс;Московская область, Красногорск (Красногорский район);;;
6;Общество с ограниченной ответственностью ЯРМАРКА ПРОИЗВОДСТВО ПИЩЕВЫХ ИНГРЕДИЕНТОВ;Республика Карелия, Петрозаводск;;;
6;Фонд поддержки научной научно-технической и инновационной деятельности Энергия без границ;Москва;;;
6;Общество с ограниченной ответственностью Предприятие ЭЛТЕКС;Новосибирская область, Новосибирск;;;
6;Акционерное общество Научно производственная корпорация Уралвагонзавод имени Ф.Э. Дзержинского;Свердловская область, Нижний Тагил;;1;
6;Открытое акционерное общество Магнитогорский метизно-калибровочный завод ММК-МЕТИЗ;Челябинская область, Магнитогорск;;1;
6;Общество с ограниченной ответственностью АЙ-СИС-ЛАБС;Самарская область, Самара;;;
6;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КИРПИЧНЫЙ ЗАВОД ЛИКОЛОР;Новосибирская область, Новосибирск;;;
6;Акционерное общество Научно-производственное объединение Опытно-конструкторское бюро имени М.П. Симонова;Республика Татарстан, Казань;;;
6;Общество с ограниченной ответственностью ДИДЖИТАЛ ЛОЯЛТИ СИСТЕМ;Республика Татарстан, Казань;;;
6;Общество с ограниченной ответственностью Уральский центр систем безопасности;Свердловская область, Екатеринбург;;;
6;Акционерное общество ГИДРОГАЗ;Воронежская область, Воронеж;;;
6;Акционерное общество Инжиниринговая компания АЭМ-технологии;Санкт-Петербург, Колпино;;;
6;Общество с ограниченной ответственностью Организационно-технологические решения 2000;Москва;;;
6;Открытое акционерное общество Дальприбор;Приморский край, Владивосток;;;
6;Общество с ограниченной ответственностью БИПЛАНТ;Санкт-Петербург;;1;
6;Открытое акционерное общество АКЦИОНЕРНАЯ КОМПАНИЯ ТУЛАМАШЗАВОД;Тульская область, Тула;;;
6;Закрытое акционерное общество Винтегра Секьюрити;Москва;;;
6;Открытое акционерное общество Кирскабель;Кировская область, Кирс (Верхнекамский район);;;
6;Акционерное общество Чепецкий механический завод;Удмуртская Республика, Глазов;;1;
6;Акционерное общество ИНСТИТУТ РЕАКТОРНЫХ МАТЕРИАЛОВ;Свердловская область, Заречный;;1;
6;Открытое акционерное общество Научно-производственное объединение Сатурн;Ярославская область, Рыбинск (Рыбинский район);;1;
